subno,condition,torder,trialid,time,p_EA,p_TA,p_HT,perform,performd,velocityd,accelerate,wgoal,correct,incorrect,correctnc,incorrectnc,req_velocity,wta,wea,wht,,,p_Htfit
101,1,2,2,60,,,0.686,2,-2,1.714,1.714,4,2,2,2,2,0.286,4,2,-2,,,7.213
101,1,2,2,120,,,-0.062,2,-2,-0.154,-1.868,4,2,3,0,1,0.154,2,1,-2,,,3.758
101,1,2,2,180,,,-0.067,2,-2,-0.167,-0.013,4,2,6,0,3,0.167,4,2,-1,,,0.871
101,1,2,2,240,,,0.327,3,-1,0.818,0.985,4,3,6,1,0,0.182,3,2,-1,,,1.762
101,1,2,2,300,,,0.36,4,0,0.9,0.082,4,4,6,1,0,0.1,1,2,0,,,0.13
101,1,2,2,360,,,0,4,0,0,-0.9,4,4,6,0,0,0,3,3,-1,,,1
101,1,2,2,420,,,0.4,5,1,1,1,4,5,6,1,0,0,4,2,-1,,,1.96
101,1,2,2,480,,,0.4,6,2,1,0,4,6,6,1,0,0,4,4,-1,,,1.96
101,1,2,2,540,,,0.8,8,4,2,1,4,8,6,2,0,0,3,3,1,,,0.04
101,1,2,2,600,,,0.4,9,5,1,-1,4,9,6,1,0,0,3,3,1,,,0.36
101,1,2,2,660,,,0,9,5,0,-1,4,9,7,0,1,0,3,3,1,,,1
101,1,2,2,720,,,0,9,5,0,0,4,9,9,0,2,0,4,4,0,,,0
101,1,2,2,780,,,0.4,10,6,1,1,4,10,10,1,1,0,4,4,1,,,0.36
101,1,2,2,840,,,0,10,6,0,-1,4,10,10,0,0,0,3,3,1,,,1
101,1,3,4,60,,,0.457,2,-10,1.143,1.143,12,2,1,2,1,0.857,5,3,0,,,0.209
101,1,3,4,120,,,0.092,3,-9,0.231,-0.912,12,3,3,1,2,0.769,5,3,0,,,0.009
101,1,3,4,180,,,0.1,4,-8,0.25,0.019,12,4,3,1,0,0.75,5,5,0,,,0.01
101,1,3,4,240,,,0.109,5,-7,0.273,0.023,12,5,4,1,1,0.727,5,5,0,,,0.012
101,1,3,4,300,,,-0.28,5,-7,-0.7,-0.973,12,5,5,0,1,0.7,5,5,0,,,0.078
101,1,3,4,360,,,-0.311,5,-7,-0.778,-0.078,12,5,5,0,0,0.778,5,5,0,,,0.097
101,1,3,4,420,,,0.05,6,-6,0.125,0.903,12,6,5,1,0,0.875,5,5,0,,,0.003
101,1,3,4,480,,,0.457,8,-4,1.143,1.018,12,8,5,2,0,0.857,4,4,0,,,0.209
101,1,3,4,540,,,0.133,9,-3,0.333,-0.81,12,9,6,1,1,0.667,5,5,0,,,0.018
101,1,3,4,600,,,-0.24,9,-3,-0.6,-0.933,12,9,6,0,0,0.6,3,3,0,,,0.058
101,1,3,4,660,,,0.5,11,-1,1.25,1.85,12,11,7,2,1,0.75,4,4,1,,,0.25
101,1,3,4,720,,,0.267,12,0,0.667,-0.583,12,12,8,1,1,0.333,2,2,5,,,22.404
101,1,3,4,780,,,0,12,0,0,-0.667,12,12,8,0,0,0,0,3,5,,,25
101,1,3,4,840,,,0,12,0,0,0,12,12,8,0,0,0,0,0,5,,,25
101,1,4,6,60,,,0.457,2,-10,1.143,1.143,12,2,1,2,1,0.857,4,4,0,,,0.209
101,1,4,6,120,,,0.492,4,-8,1.231,0.088,12,4,2,2,1,0.769,4,4,0,,,0.242
101,1,4,6,180,,,-0.267,4,-8,-0.667,-1.897,12,4,2,0,0,0.667,4,4,0,,,0.071
101,1,4,6,240,,,0.509,6,-6,1.273,1.939,12,6,3,2,1,0.727,4,4,1,,,0.241
101,1,4,6,300,,,-0.24,6,-6,-0.6,-1.873,12,6,4,0,1,0.6,4,4,1,,,1.538
101,1,4,6,360,,,-0.267,6,-6,-0.667,-0.067,12,6,4,0,0,0.667,4,4,0,,,0.071
101,1,4,6,420,,,0.1,7,-5,0.25,0.917,12,7,4,1,0,0.75,3,3,0,,,0.01
101,1,4,6,480,,,0.114,8,-4,0.286,0.036,12,8,4,1,0,0.714,4,4,0,,,0.013
101,1,4,6,540,,,0.533,10,-2,1.333,1.048,12,10,4,2,0,0.667,3,3,0,,,0.284
101,1,4,6,600,,,-0.16,10,-2,-0.4,-1.733,12,10,5,0,1,0.4,3,3,-1,,,0.706
101,1,4,6,660,,,-0.2,10,-2,-0.5,-0.1,12,10,6,0,1,0.5,4,4,-1,,,0.64
101,1,4,6,720,,,0.533,12,0,1.333,1.833,12,12,7,2,1,0.667,1,1,0,,,0.284
101,1,4,6,780,,,0.4,13,1,1,-0.333,12,13,7,1,0,0,0,0,0,,,0.16
101,1,4,6,840,,,0,13,1,0,-1,12,13,7,0,0,0,0,0,0,,,0
101,1,5,3,60,,,0.857,3,-9,2.143,2.143,12,3,1,3,1,0.857,4,4,0,,,0.735
101,1,5,3,120,,,0.523,5,-7,1.308,-0.835,12,5,1,2,0,0.692,5,5,0,,,0.274
101,1,5,3,180,,,0.167,6,-6,0.417,-0.891,12,6,1,1,0,0.583,4,4,-1,,,1.361
101,1,5,3,240,,,0.182,7,-5,0.455,0.038,12,7,1,1,0,0.545,3,3,0,,,0.033
101,1,5,3,300,,,-0.2,7,-5,-0.5,-0.955,12,7,3,0,2,0.5,3,3,-2,,,3.24
101,1,5,3,360,,,-0.222,7,-5,-0.556,-0.056,12,7,3,0,0,0.556,2,2,0,,,0.049
101,1,5,3,420,,,-0.25,7,-5,-0.625,-0.069,12,7,3,0,0,0.625,2,2,0,,,0.063
101,1,5,3,480,,,0.114,8,-4,0.286,0.911,12,8,4,1,1,0.714,2,2,0,,,0.013
101,1,5,3,540,,,0.533,10,-2,1.333,1.048,12,10,4,2,0,0.667,0,0,0,,,0.284
101,1,5,3,600,,,0.64,12,0,1.6,0.267,12,12,4,2,0,0.4,0,0,2,,,1.85
101,1,5,3,660,,,0.8,14,2,2,0.4,12,14,4,2,0,0,0,0,4,,,10.24
101,1,5,3,720,,,0.8,16,4,2,0,12,16,4,2,0,0,0,0,5,,,17.64
101,1,5,3,780,,,0,16,4,0,-2,12,16,4,0,0,0,0,0,5,,,25
101,1,5,3,840,,,0,16,4,0,0,12,16,4,0,0,0,0,-4,5,,,25
101,1,6,5,60,,,1.657,5,-7,4.143,4.143,12,5,0,5,0,0.857,0,-4,0,,,2.746
101,1,6,5,120,,,-0.215,5,-7,-0.538,-4.681,12,5,0,0,0,0.538,0,-3,0,,,0.046
101,1,6,5,180,,,0.167,6,-6,0.417,0.955,12,6,1,1,1,0.583,0,-2,0,,,0.028
101,1,6,5,240,,,0.982,9,-3,2.455,2.038,12,9,1,3,0,0.545,0,-2,0,,,0.964
101,1,6,5,300,,,-0.12,9,-3,-0.3,-2.755,12,9,1,0,0,0.3,0,-2,0,,,0.014
101,1,6,5,360,,,-0.133,9,-3,-0.333,-0.033,12,9,1,0,0,0.333,0,0,0,,,0.018
101,1,6,5,420,,,0.25,10,-2,0.625,0.958,12,10,1,1,0,0.375,0,-1,0,,,0.063
101,1,6,5,480,,,0.686,12,0,1.714,1.089,12,12,1,2,0,0.286,0,-5,0,,,0.47
101,1,6,5,540,,,0.4,13,1,1,-0.714,12,13,1,1,0,0,0,-1,0,,,0.16
101,1,6,5,600,,,0.4,14,2,1,0,12,14,2,1,1,0,0,-1,0,,,0.16
101,1,6,5,660,,,1.2,17,5,3,2,12,17,2,3,0,0,0,-1,0,,,1.44
101,1,6,5,720,,,0,17,5,0,-3,12,17,3,0,1,0,0,-1,0,,,0
101,1,6,5,780,,,0,17,5,0,0,12,17,3,0,0,0,-1,-2,0,,,0
101,1,6,5,840,,,0,17,5,0,0,12,17,3,0,0,0,0,0,0,,,0
102,-1,2,3,60,,,0.229,0,8,0.571,0.571,8,2,0,2,0,0.571,0,0,0,,,0.052
102,-1,2,3,120,,,-0.154,-1,7,-0.385,-0.956,8,5,1,3,1,0.615,1,1,0,,,0.024
102,-1,2,3,180,,,0.233,-1,7,0.583,0.968,8,6,1,1,0,0.583,0,0,0,,,0.054
102,-1,2,3,240,,,0.255,-1,7,0.636,0.053,8,7,1,1,0,0.636,0,0,0,,,0.065
102,-1,2,3,300,,,-0.52,-3,5,-1.3,-1.936,8,7,3,0,2,0.7,0,0,0,,,0.27
102,-1,2,3,360,,,0.222,-3,5,0.556,1.856,8,7,3,0,0,0.556,0,0,0,,,0.049
102,-1,2,3,420,,,0.25,-3,5,0.625,0.069,8,7,3,0,0,0.625,0,0,0,,,0.063
102,-1,2,3,480,,,0.286,-3,5,0.714,0.089,8,9,3,2,0,0.714,0,0,0,,,0.082
102,-1,2,3,540,,,-0.067,-4,4,-0.167,-0.881,8,9,4,0,1,0.833,0,0,0,,,0.004
102,-1,2,3,600,,,0.32,-4,4,0.8,0.967,8,12,4,3,0,0.8,0,0,0,,,0.102
102,-1,2,3,660,,,0.4,-4,4,1,0.2,8,14,4,2,0,1,0,0,0,,,0.16
102,-1,2,3,720,,,0.533,-4,4,1.333,0.333,8,15,4,1,0,1.333,0,0,0,,,0.284
102,-1,2,3,780,,,0.8,-4,4,2,0.667,8,16,4,1,0,2,0,0,0,,,0.64
102,-1,2,3,840,,,1.6,-4,4,4,2,8,16,4,0,0,4,0,0,0,,,2.56
102,-1,3,5,60,,,0.114,0,4,0.286,0.286,4,4,0,4,0,0.286,0,0,0,,,0.013
102,-1,3,5,120,,,0.123,0,4,0.308,0.022,4,5,0,1,0,0.308,0,0,0,,,0.015
102,-1,3,5,180,,,-0.267,-1,3,-0.667,-0.974,4,6,1,1,1,0.333,0,0,0,,,0.071
102,-1,3,5,240,,,0.109,-1,3,0.273,0.939,4,8,1,2,0,0.273,0,0,0,,,0.012
102,-1,3,5,300,,,-0.28,-2,2,-0.7,-0.973,4,8,2,0,1,0.3,0,0,0,,,0.078
102,-1,3,5,360,,,0.089,-2,2,0.222,0.922,4,8,2,0,0,0.222,0,0,0,,,0.008
102,-1,3,5,420,,,0.1,-2,2,0.25,0.028,4,8,2,0,0,0.25,0,0,0,,,0.01
102,-1,3,5,480,,,-0.286,-3,1,-0.714,-0.964,4,9,3,1,1,0.286,0,0,0,,,0.082
102,-1,3,5,540,,,0.067,-3,1,0.167,0.881,4,10,3,1,0,0.167,0,0,0,,,0.004
102,-1,3,5,600,,,-0.32,-4,0,-0.8,-0.967,4,11,4,1,1,0.2,0,0,0,,,0.102
102,-1,3,5,660,,,0,-4,0,0,0.8,4,13,4,2,0,0,0,0,0,,,0
102,-1,3,5,720,,,0,-4,0,0,0,4,16,4,3,0,0,0,0,0,,,0
102,-1,3,5,780,,,0,-4,0,0,0,4,16,4,0,0,0,0,0,0,,,0
102,-1,3,5,840,,,0,-4,0,0,0,4,16,4,0,0,0,0,0,0,,,0
102,-1,4,4,60,,,0.114,0,4,0.286,0.286,4,3,0,3,0,0.286,0,0,0,,,0.013
102,-1,4,4,120,,,0.123,0,4,0.308,0.022,4,5,0,2,0,0.308,0,0,0,,,0.015
102,-1,4,4,180,,,-0.267,-1,3,-0.667,-0.974,4,6,1,1,1,0.333,0,0,0,,,0.071
102,-1,4,4,240,,,-0.291,-2,2,-0.727,-0.061,4,6,2,0,1,0.273,0,0,0,,,0.085
102,-1,4,4,300,,,-0.72,-4,0,-1.8,-1.073,4,6,4,0,2,0.2,0,0,0,,,0.518
102,-1,4,4,360,,,0,-4,0,0,1.8,4,6,4,0,0,0,0,0,0,,,0
102,-1,4,4,420,,,0,-4,0,0,0,4,6,4,0,0,0,0,0,0,,,0
102,-1,4,4,480,,,0,-4,0,0,0,4,8,4,2,0,0,0,0,0,,,0
102,-1,4,4,540,,,0,-4,0,0,0,4,9,4,1,0,0,0,0,0,,,0
102,-1,4,4,600,,,-0.8,-6,-2,-2,-2,4,10,6,1,2,0,0,0,0,,,0.64
102,-1,4,4,660,,,-0.4,-7,-3,-1,1,4,11,7,1,1,0,0,0,0,,,0.16
102,-1,4,4,720,,,0,-7,-3,0,1,4,13,7,2,0,0,0,0,0,,,0
102,-1,4,4,780,,,0,-7,-3,0,0,4,13,7,0,0,0,0,0,0,,,0
102,-1,4,4,840,,,0,-7,-3,0,0,4,13,7,0,0,0,0,0,0,,,0
102,-1,5,6,60,,,0.114,0,4,0.286,0.286,4,2,0,2,0,0.286,0,0,0,,,0.013
102,-1,5,6,120,,,-0.277,-1,3,-0.692,-0.978,4,4,1,2,1,0.308,0,0,0,,,0.077
102,-1,5,6,180,,,0.1,-1,3,0.25,0.942,4,5,1,1,0,0.25,0,0,0,,,0.01
102,-1,5,6,240,,,0.109,-1,3,0.273,0.023,4,6,1,1,0,0.273,0,0,0,,,0.012
102,-1,5,6,300,,,0.12,-1,3,0.3,0.027,4,9,1,3,0,0.3,0,0,0,,,0.014
102,-1,5,6,360,,,0.133,-1,3,0.333,0.033,4,9,1,0,0,0.333,0,0,0,,,0.018
102,-1,5,6,420,,,0.15,-1,3,0.375,0.042,4,9,1,0,0,0.375,0,0,0,,,0.023
102,-1,5,6,480,,,0.171,-1,3,0.429,0.054,4,12,1,3,0,0.429,0,0,0,,,0.029
102,-1,5,6,540,,,0.2,-1,3,0.5,0.071,4,13,1,1,0,0.5,0,0,0,,,0.04
102,-1,5,6,600,,,0.24,-1,3,0.6,0.1,4,14,1,1,0,0.6,0,0,0,,,0.058
102,-1,5,6,660,,,-0.1,-2,2,-0.25,-0.85,4,16,2,2,1,0.75,0,0,0,,,0.01
102,-1,5,6,720,,,0.267,-2,2,0.667,0.917,4,16,2,0,0,0.667,0,0,0,,,0.071
102,-1,5,6,780,,,0.4,-2,2,1,0.333,4,18,2,2,0,1,0,0,0,,,0.16
102,-1,5,6,840,,,0.8,-2,2,2,1,4,18,2,0,0,2,0,0,0,,,0.64
102,-1,6,2,60,,,0.114,0,4,0.286,0.286,4,4,0,4,0,0.286,0,0,0,,,0.013
102,-1,6,2,120,,,0.123,0,4,0.308,0.022,4,6,0,2,0,0.308,0,0,0,,,0.015
102,-1,6,2,180,,,0.133,0,4,0.333,0.026,4,8,0,2,0,0.333,0,0,0,,,0.018
102,-1,6,2,240,,,0.145,0,4,0.364,0.03,4,9,0,1,0,0.364,0,0,0,,,0.021
102,-1,6,2,300,,,0.16,0,4,0.4,0.036,4,10,0,1,0,0.4,0,0,0,,,0.026
102,-1,6,2,360,,,0.178,0,4,0.444,0.044,4,10,0,0,0,0.444,0,0,0,,,0.032
102,-1,6,2,420,,,0.2,0,4,0.5,0.056,4,10,0,0,0,0.5,0,0,0,,,0.04
102,-1,6,2,480,,,0.229,0,4,0.571,0.071,4,11,0,1,0,0.571,0,0,0,,,0.052
102,-1,6,2,540,,,0.267,0,4,0.667,0.095,4,12,0,1,0,0.667,0,0,0,,,0.071
102,-1,6,2,600,,,-0.08,-1,3,-0.2,-0.867,4,14,1,2,1,0.8,0,0,0,,,0.006
102,-1,6,2,660,,,0.3,-1,3,0.75,0.95,4,14,1,0,0,0.75,0,0,0,,,0.09
102,-1,6,2,720,,,0,-2,2,0,-0.75,4,17,2,3,1,1,0,0,0,,,0
102,-1,6,2,780,,,0.4,-2,2,1,1,4,18,2,1,0,1,0,0,0,,,0.16
102,-1,6,2,840,,,0.8,-2,2,2,1,4,18,2,0,0,2,0,0,0,,,0.64
103,1,2,5,60,,,-0.229,0,-8,-0.571,-0.571,8,0,2,0,2,0.571,1,3,1,,,1.509
103,1,2,5,120,,,-0.246,0,-8,-0.615,-0.044,8,0,5,0,3,0.615,0,2,2,,,5.045
103,1,2,5,180,,,0.133,1,-7,0.333,0.949,8,1,5,1,0,0.667,0,2,3,,,8.218
103,1,2,5,240,,,0.145,2,-6,0.364,0.03,8,2,6,1,1,0.636,0,2,3,,,8.148
103,1,2,5,300,,,-0.24,2,-6,-0.6,-0.964,8,2,8,0,2,0.6,0,2,2,,,5.018
103,1,2,5,360,,,-0.267,2,-6,-0.667,-0.067,8,2,8,0,0,0.667,0,2,1,,,1.604
103,1,2,5,420,,,-0.3,2,-6,-0.75,-0.083,8,2,8,0,0,0.75,0,3,2,,,5.29
103,1,2,5,480,,,0.057,3,-5,0.143,0.893,8,3,9,1,1,0.857,0,2,2,,,3.775
103,1,2,5,540,,,0.067,4,-4,0.167,0.024,8,4,9,1,0,0.833,0,2,2,,,3.738
103,1,2,5,600,,,-0.32,4,-4,-0.8,-0.967,8,4,11,0,2,0.8,0,2,0,,,0.102
103,1,2,5,660,,,0,5,-3,0,0.8,8,5,12,1,1,1,0,1,1,,,1
103,1,2,5,720,,,-0.4,5,-3,-1,-1,8,5,13,0,1,1,0,2,2,,,5.76
103,1,2,5,780,,,-0.2,6,-2,-0.5,0.5,8,6,14,1,1,1.5,0,2,1,,,1.44
103,1,2,5,840,,,-0.8,6,-2,-2,-1.5,8,6,14,0,0,2,0,0,0,,,0.64
103,1,3,4,60,,,0.571,2,-6,1.429,1.429,8,2,1,2,1,0.571,0,0,0,,,0.327
103,1,3,4,120,,,0.615,4,-4,1.538,0.11,8,4,1,2,0,0.462,0,0,0,,,0.379
103,1,3,4,180,,,-0.133,4,-4,-0.333,-1.872,8,4,2,0,1,0.333,0,0,0,,,0.018
103,1,3,4,240,,,-0.145,4,-4,-0.364,-0.03,8,4,4,0,2,0.364,0,0,0,,,0.021
103,1,3,4,300,,,-0.16,4,-4,-0.4,-0.036,8,4,6,0,2,0.4,0,0,0,,,0.026
103,1,3,4,360,,,-0.178,4,-4,-0.444,-0.044,8,4,6,0,0,0.444,0,0,0,,,0.032
103,1,3,4,420,,,-0.2,4,-4,-0.5,-0.056,8,4,6,0,0,0.5,0,0,0,,,0.04
103,1,3,4,480,,,0.171,5,-3,0.429,0.929,8,5,6,1,0,0.571,0,0,0,,,0.029
103,1,3,4,540,,,0.6,7,-1,1.5,1.071,8,7,7,2,1,0.5,0,0,0,,,0.36
103,1,3,4,600,,,0.32,8,0,0.8,-0.7,8,8,7,1,0,0.2,0,0,0,,,0.102
103,1,3,4,660,,,0.8,10,2,2,1.2,8,10,8,2,1,0,0,2,3,,,4.84
103,1,3,4,720,,,0.4,11,3,1,-1,8,11,8,1,0,0,0,0,0,,,0.16
103,1,3,4,780,,,0,11,3,0,-1,8,11,9,0,1,0,0,-1,2,,,4
103,1,3,4,840,,,0,11,3,0,0,8,11,9,0,0,0,-5,-3,0,,,0
103,1,4,6,60,,,0.057,1,-11,0.143,0.143,12,1,1,1,1,0.857,0,0,0,,,0.003
103,1,4,6,120,,,0.062,2,-10,0.154,0.011,12,2,3,1,2,0.846,0,0,0,,,0.004
103,1,4,6,180,,,0.067,3,-9,0.167,0.013,12,3,3,1,0,0.833,0,0,0,,,0.004
103,1,4,6,240,,,-0.327,3,-9,-0.818,-0.985,12,3,4,0,1,0.818,0,0,0,,,0.107
103,1,4,6,300,,,0.04,4,-8,0.1,0.918,12,4,6,1,2,0.9,0,0,0,,,0.002
103,1,4,6,360,,,-0.356,4,-8,-0.889,-0.989,12,4,6,0,0,0.889,0,0,0,,,0.126
103,1,4,6,420,,,-0.4,4,-8,-1,-0.111,12,4,7,0,1,1,-1,-2,-1,,,0.36
103,1,4,6,480,,,-0.457,4,-8,-1.143,-0.143,12,4,8,0,1,1.143,0,0,0,,,0.209
103,1,4,6,540,,,-0.533,4,-8,-1.333,-0.19,12,4,8,0,0,1.333,-1,-3,0,,,0.284
103,1,4,6,600,,,-0.64,4,-8,-1.6,-0.267,12,4,11,0,3,1.6,-1,-3,0,,,0.41
103,1,4,6,660,,,0,6,-6,0,1.6,12,6,12,2,1,2,-1,-3,0,,,0
103,1,4,6,720,,,-0.4,7,-5,-1,-1,12,7,12,1,0,2,-2,-3,0,,,0.16
103,1,4,6,780,,,-1,7,-5,-2.5,-1.5,12,7,13,0,1,2.5,0,-2,0,,,1
103,1,4,6,840,,,-2,7,-5,-5,-2.5,12,7,13,0,0,5,0,-3,0,,,4
103,1,5,3,60,,,0.171,1,-7,0.429,0.429,8,1,2,1,2,0.571,0,-1,0,,,0.029
103,1,5,3,120,,,0.185,2,-6,0.462,0.033,8,2,3,1,1,0.538,0,-2,0,,,0.034
103,1,5,3,180,,,0.2,3,-5,0.5,0.038,8,3,4,1,1,0.5,-2,-3,0,,,0.04
103,1,5,3,240,,,-0.182,3,-5,-0.455,-0.955,8,3,4,0,0,0.455,0,-2,0,,,0.033
103,1,5,3,300,,,1,6,-2,2.5,2.955,8,6,4,3,0,0.5,0,-1,0,,,1
103,1,5,3,360,,,-0.089,6,-2,-0.222,-2.722,8,6,4,0,0,0.222,-1,-2,0,,,0.008
103,1,5,3,420,,,-0.1,6,-2,-0.25,-0.028,8,6,4,0,0,0.25,0,0,0,,,0.01
103,1,5,3,480,,,0.286,7,-1,0.714,0.964,8,7,4,1,0,0.286,0,0,0,,,0.082
103,1,5,3,540,,,0.333,8,0,0.833,0.119,8,8,6,1,2,0.167,0,0,0,,,0.111
103,1,5,3,600,,,0.4,9,1,1,0.167,8,9,7,1,1,0,0,0,0,,,0.16
103,1,5,3,660,,,0.8,11,3,2,1,8,11,7,2,0,0,0,1,0,,,0.64
103,1,5,3,720,,,0,11,3,0,-2,8,11,8,0,1,0,-5,-2,0,,,0
103,1,5,3,780,,,0,11,3,0,0,8,11,9,0,1,0,-5,-2,1,,,1
103,1,5,3,840,,,0,11,3,0,0,8,11,9,0,0,0,-5,-2,0,,,0
103,1,6,2,60,,,0.857,3,-9,2.143,2.143,12,3,1,3,1,0.857,0,0,0,,,0.735
103,1,6,2,120,,,0.523,5,-7,1.308,-0.835,12,5,1,2,0,0.692,0,0,0,,,0.274
103,1,6,2,180,,,0.167,6,-6,0.417,-0.891,12,6,2,1,1,0.583,0,0,0,,,0.028
103,1,6,2,240,,,-0.218,6,-6,-0.545,-0.962,12,6,3,0,1,0.545,0,0,0,,,0.048
103,1,6,2,300,,,-0.24,6,-6,-0.6,-0.055,12,6,4,0,1,0.6,0,0,0,,,0.058
103,1,6,2,360,,,-0.267,6,-6,-0.667,-0.067,12,6,4,0,0,0.667,0,0,0,,,0.071
103,1,6,2,420,,,-0.3,6,-6,-0.75,-0.083,12,6,4,0,0,0.75,0,0,0,,,0.09
103,1,6,2,480,,,0.057,7,-5,0.143,0.893,12,7,4,1,0,0.857,0,0,0,,,0.003
103,1,6,2,540,,,0.067,8,-4,0.167,0.024,12,8,4,1,0,0.833,0,0,0,,,0.004
103,1,6,2,600,,,0.48,10,-2,1.2,1.033,12,10,5,2,1,0.8,0,0,0,,,0.23
103,1,6,2,660,,,0.2,11,-1,0.5,-0.7,12,11,5,1,0,0.5,0,0,0,,,0.04
103,1,6,2,720,,,0.667,13,1,1.667,1.167,12,13,5,2,0,0.333,0,0,0,,,0.444
103,1,6,2,780,,,0.4,14,2,1,-0.667,12,14,6,1,1,0,0,0,0,,,0.16
103,1,6,2,840,,,0,14,2,0,-1,12,14,6,0,0,0,0,0,0,,,0
104,-1,2,3,60,,,0.343,0,12,0.857,0.857,12,2,0,2,0,0.857,3,1,-1,,,1.803
104,-1,2,3,120,,,-0.831,-3,9,-2.077,-2.934,12,3,3,1,3,0.923,-1,0,1,,,3.352
104,-1,2,3,180,,,0.3,-3,9,0.75,2.827,12,4,3,1,0,0.75,0,2,1,,,0.49
104,-1,2,3,240,,,-0.073,-4,8,-0.182,-0.932,12,5,4,1,1,0.818,1,1,1,,,1.151
104,-1,2,3,300,,,-0.08,-5,7,-0.2,-0.018,12,5,5,0,1,0.8,2,1,2,,,4.326
104,-1,2,3,360,,,0.311,-5,7,0.778,0.978,12,5,5,0,0,0.778,-1,1,0,,,0.097
104,-1,2,3,420,,,0.35,-5,7,0.875,0.097,12,5,5,0,0,0.875,1,0,1,,,0.423
104,-1,2,3,480,,,0,-6,6,0,-0.875,12,5,6,0,1,1,0,0,0,,,0
104,-1,2,3,540,,,0,-7,5,0,0,12,6,7,1,1,1,2,0,1,,,1
104,-1,2,3,600,,,0,-8,4,0,0,12,7,8,1,1,1,0,1,0,,,0
104,-1,2,3,660,,,0.4,-8,4,1,1,12,10,8,3,0,1,1,0,1,,,0.36
104,-1,2,3,720,,,0.533,-8,4,1.333,0.333,12,11,8,1,0,1.333,0,1,0,,,0.284
104,-1,2,3,780,,,0.4,-9,3,1,-0.333,12,11,9,0,1,2,0,-1,-2,,,5.76
104,-1,2,3,840,,,1.2,-9,3,3,2,12,11,9,0,0,3,-2,-2,0,,,1.44
104,-1,3,6,60,,,0.343,0,12,0.857,0.857,12,3,0,3,0,0.857,1,0,0,,,0.118
104,-1,3,6,120,,,-0.031,-1,11,-0.077,-0.934,12,4,1,1,1,0.923,1,0,0,,,0.001
104,-1,3,6,180,,,-0.433,-3,9,-1.083,-1.006,12,4,3,0,2,0.917,-1,-1,-1,,,0.321
104,-1,3,6,240,,,0.327,-3,9,0.818,1.902,12,5,3,1,0,0.818,-3,1,0,,,0.107
104,-1,3,6,300,,,-0.04,-4,8,-0.1,-0.918,12,6,4,1,1,0.9,3,-1,0,,,0.002
104,-1,3,6,360,,,0.356,-4,8,0.889,0.989,12,6,4,0,0,0.889,1,0,-1,,,1.838
104,-1,3,6,420,,,0.4,-4,8,1,0.111,12,7,4,1,0,1,1,0,0,,,0.16
104,-1,3,6,480,,,0.457,-4,8,1.143,0.143,12,8,4,1,0,1.143,-1,-2,0,,,0.209
104,-1,3,6,540,,,0.533,-4,8,1.333,0.19,12,10,4,2,0,1.333,0,1,-1,,,2.351
104,-1,3,6,600,,,0.64,-4,8,1.6,0.267,12,11,4,1,0,1.6,1,-1,-1,,,2.69
104,-1,3,6,660,,,0.4,-5,7,1,-0.6,12,11,5,0,1,2,-1,-1,-1,,,1.96
104,-1,3,6,720,,,0.133,-7,5,0.333,-0.667,12,12,7,1,2,2.333,1,-1,2,,,3.484
104,-1,3,6,780,,,1,-7,5,2.5,2.167,12,13,7,1,0,2.5,-1,-5,1,,,0
104,-1,3,6,840,,,2,-7,5,5,2.5,12,13,7,0,0,5,0,1,2,,,0
104,-1,4,4,60,,,0.229,0,8,0.571,0.571,8,3,0,3,0,0.571,2,2,1,,,0.595
104,-1,4,4,120,,,0.246,0,8,0.615,0.044,8,6,0,3,0,0.615,1,0,2,,,3.076
104,-1,4,4,180,,,0.267,0,8,0.667,0.051,8,8,0,2,0,0.667,-1,1,0,,,0.071
104,-1,4,4,240,,,0.291,0,8,0.727,0.061,8,8,0,0,0,0.727,1,1,0,,,0.085
104,-1,4,4,300,,,-0.08,-1,7,-0.2,-0.927,8,9,1,1,1,0.8,1,0,-1,,,0.846
104,-1,4,4,360,,,0.311,-1,7,0.778,0.978,8,9,1,0,0,0.778,-5,-3,3,,,7.23
104,-1,4,4,420,,,0.35,-1,7,0.875,0.097,8,9,1,0,0,0.875,-5,-5,-5,,,28.623
104,-1,4,4,480,,,0.4,-1,7,1,0.125,8,10,1,1,0,1,1,-1,0,,,0.16
104,-1,4,4,540,,,0.067,-2,6,0.167,-0.833,8,13,2,3,1,1.167,-1,-1,0,,,0.004
104,-1,4,4,600,,,0.48,-2,6,1.2,1.033,8,14,2,1,0,1.2,-2,0,-2,,,6.15
104,-1,4,4,660,,,0.6,-2,6,1.5,0.3,8,16,2,2,0,1.5,1,1,1,,,0.16
104,-1,4,4,720,,,0.8,-2,6,2,0.5,8,17,2,1,0,2,1,-2,-1,,,3.24
104,-1,4,4,780,,,1.2,-2,6,3,1,8,18,2,1,0,3,1,-1,0,,,1.44
104,-1,4,4,840,,,2.4,-2,6,6,3,8,18,2,0,0,6,-4,0,2,,,0.16
104,-1,5,5,60,,,-0.4,-1,-1,-1,-1,0,3,1,3,1,0,2,0,-2,,,2.56
104,-1,5,5,120,,,0,-1,-1,0,1,0,4,1,1,0,0,-2,1,0,,,0
104,-1,5,5,180,,,0,-1,-1,0,0,0,5,1,1,0,0,-1,1,0,,,0
104,-1,5,5,240,,,0,-1,-1,0,0,0,7,1,2,0,0,-1,1,1,,,1
