subno,condition,torder,tid,time,diff,eff,wgcon,wgcom,wta,wea,correct,incorrect,goal,wfocalgpd,correctnc,incorrectnc,wtlin
108,-1,3,2,180,0,0,2,2,0,0,6,2,10,-4,1,0,0
108,-1,3,2,240,5,5,0,0,0,0,7,2,10,-3,1,0,1
108,-1,3,2,300,0,0,0,0,0,0,8,2,10,-2,1,0,2
108,-1,4,11,60,5,5,0,0,0,0,1,1,8,-7,1,1,-2
108,-1,4,11,120,5,5,0,0,0,0,1,5,8,-7,0,4,-1
108,-1,4,11,180,3,7,0,0,0,0,2,5,8,-6,1,0,0
108,-1,4,11,240,5,5,0,0,0,0,4,6,8,-4,2,1,1
108,-1,4,11,300,0,0,0,0,0,0,4,6,8,-4,0,0,2
108,-1,5,8,60,5,5,5,5,0,0,4,0,10,-6,4,0,-2
108,-1,5,8,120,0,0,5,5,0,0,5,0,10,-5,1,0,-1
108,-1,5,8,180,5,5,10,10,0,0,9,0,10,-1,4,0,0
108,-1,5,8,240,8,10,0,0,0,0,9,1,10,-1,0,1,1
108,-1,5,8,300,0,0,0,0,0,0,9,1,10,-1,0,0,2
108,-1,6,9,60,5,10,10,10,0,0,4,0,10,-6,4,0,-2
108,-1,6,9,120,5,10,10,10,0,0,6,0,10,-4,2,0,-1
108,-1,6,9,180,5,10,10,10,0,0,8,0,10,-2,2,0,0
108,-1,6,9,240,5,10,10,10,0,0,9,0,10,-1,1,0,1
108,-1,6,9,300,0,5,10,10,1,1,10,0,10,0,1,0,2
108,-1,7,1,60,9,10,0,0,0,0,3,1,10,-7,3,1,-2
108,-1,7,1,120,0,0,0,0,0,0,3,1,10,-7,0,0,-1
108,-1,7,1,180,5,7,0,0,0,0,5,1,10,-5,2,0,0
108,-1,7,1,240,5,5,0,0,0,0,8,1,10,-2,3,0,1
108,-1,7,1,300,0,0,0,0,-1,-1,8,2,10,-2,0,1,2
108,-1,8,10,60,7,7,10,10,0,0,4,0,8,-4,4,0,-2
108,-1,8,10,120,5,5,10,10,1,1,5,0,8,-3,1,0,-1
108,-1,8,10,180,5,4,10,10,0,0,7,0,8,-1,2,0,0
108,-1,8,10,240,1,1,10,10,0,0,10,0,8,2,3,0,1
108,-1,8,10,300,0,0,10,10,0,0,10,0,8,2,0,0,2
108,-1,9,4,60,5,8,0,0,0,0,4,1,10,-6,4,1,-2
108,-1,9,4,120,0,0,0,0,0,0,4,1,10,-6,0,0,-1
108,-1,9,4,180,5,2,0,0,-2,-2,5,2,10,-5,1,1,0
108,-1,9,4,240,5,5,0,0,-4,-5,7,2,10,-3,2,0,1
108,-1,9,4,300,0,0,0,0,-5,-2,8,2,10,-2,1,0,2
108,-1,10,3,60,5,4,8,8,-4,-1,3,0,10,-7,3,0,-2
108,-1,10,3,120,5,5,8,8,-2,-2,6,0,10,-4,3,0,-1
108,-1,10,3,180,5,5,9,9,0,0,8,0,10,-2,2,0,0
108,-1,10,3,240,0,0,10,10,2,2,10,0,10,0,2,0,1
108,-1,10,3,300,0,0,10,10,2,2,10,0,10,0,0,0,2
108,-1,11,7,60,7,5,7,7,1,1,4,0,10,-6,4,0,-2
108,-1,11,7,120,0,0,7,7,0,0,5,0,10,-5,1,0,-1
108,-1,11,7,180,5,5,7,7,0,0,7,0,10,-3,2,0,0
108,-1,11,7,240,5,5,10,10,0,0,10,0,10,0,3,0,1
108,-1,11,7,300,0,0,10,10,0,0,10,0,10,0,0,0,2
109,1,2,3,60,5,5,5,5,2,-2,2,1,4,3,2,1,-2
109,1,2,3,120,5,5,5,5,1,-2,4,1,4,3,2,0,-1
109,1,2,3,180,5,5,5,5,2,-1,5,2,4,2,1,1,0
109,1,2,3,240,5,5,5,5,0,0,7,2,4,2,2,0,1
109,1,2,3,300,5,5,5,5,0,-3,7,3,4,1,0,1,2
109,1,3,9,60,5,5,5,5,0,-3,3,0,4,4,3,0,-2
109,1,3,9,120,5,5,5,5,0,-3,5,0,4,4,2,0,-1
109,1,3,9,180,5,5,5,5,0,-3,7,1,4,3,2,1,0
109,1,3,9,240,5,5,5,5,0,-3,8,1,4,3,1,0,1
109,1,3,9,300,5,5,5,5,1,-3,9,1,4,3,1,0,2
109,1,4,10,60,5,5,5,5,1,-3,4,0,2,2,4,0,-2
109,1,4,10,120,5,5,5,5,0,-3,5,0,2,2,1,0,-1
109,1,4,10,180,5,5,5,5,0,-3,5,1,2,1,0,1,0
109,1,4,10,240,5,5,5,5,1,-3,7,2,2,0,2,1,1
109,1,4,10,300,5,5,5,5,0,-3,7,3,2,-1,0,1,2
109,1,5,4,60,5,5,5,5,1,-3,2,1,2,1,2,1,-2
109,1,5,4,120,5,5,5,5,1,-3,5,1,2,1,3,0,-1
109,1,5,4,180,5,5,5,5,0,-3,5,2,2,0,0,1,0
109,1,5,4,240,5,5,5,5,1,-3,7,2,2,0,2,0,1
109,1,5,4,300,5,5,5,5,0,-3,8,2,2,0,1,0,2
109,1,6,2,60,5,5,5,5,0,-3,4,0,2,2,4,0,-2
109,1,6,2,120,5,5,5,5,0,-3,5,1,2,1,1,1,-1
109,1,6,2,180,5,5,5,5,1,-3,6,2,2,0,1,1,0
109,1,6,2,240,5,5,5,5,0,-3,8,2,2,0,2,0,1
109,1,6,2,300,5,5,5,5,0,-3,8,2,2,0,0,0,2
109,1,7,7,60,5,5,5,5,0,-3,4,0,2,2,4,0,-2
109,1,7,7,120,5,5,5,5,0,-3,5,0,2,2,1,0,-1
109,1,7,7,180,5,5,5,5,0,-3,7,0,2,2,2,0,0
109,1,7,7,240,5,5,5,5,0,-4,10,0,2,2,3,0,1
109,1,7,7,300,5,5,5,5,0,-4,10,0,2,2,0,0,2
109,1,8,6,60,5,5,5,5,0,-4,4,1,2,1,4,1,-2
109,1,8,6,120,5,5,5,5,1,-4,4,2,2,0,0,1,-1
109,1,8,6,180,5,5,5,5,0,-4,6,2,2,0,2,0,0
109,1,8,6,240,5,5,5,5,0,-4,8,2,2,0,2,0,1
109,1,8,6,300,5,5,5,5,0,-4,8,2,2,0,0,0,2
109,1,9,11,60,5,5,5,5,0,-4,5,1,2,1,5,1,-2
109,1,9,11,120,5,5,5,5,0,-4,6,1,2,1,1,0,-1
109,1,9,11,180,5,5,5,5,0,-4,6,1,2,1,0,0,0
109,1,9,11,240,5,5,5,5,0,-4,8,1,2,1,2,0,1
109,1,9,11,300,5,5,5,5,0,-4,9,1,2,1,1,0,2
109,1,10,8,60,5,5,5,5,0,-4,5,0,2,2,5,0,-2
109,1,10,8,120,5,5,5,5,0,-4,5,0,2,2,0,0,-1
109,1,10,8,180,5,5,5,5,0,-4,8,0,2,2,3,0,0
109,1,10,8,240,5,5,5,5,0,-4,10,0,2,2,2,0,1
109,1,10,8,300,5,5,5,5,0,-4,10,0,2,2,0,0,2
109,1,11,1,60,5,5,5,5,0,-4,3,1,2,1,3,1,-2
109,1,11,1,120,5,5,5,5,0,-4,4,1,2,1,1,0,-1
109,1,11,1,180,5,5,5,5,0,0,5,1,2,1,1,0,0
109,1,11,1,240,5,5,5,5,0,-4,9,1,2,1,4,0,1
109,1,11,1,300,5,5,5,5,1,-4,9,1,2,1,0,0,2
110,-1,2,8,60,5,5,5,5,0,0,0,2,4,-4,0,2,-2
110,-1,2,8,120,10,1,0,5,-5,-5,0,5,4,-4,0,3,-1
110,-1,2,8,180,8,8,8,8,-3,-3,0,6,4,-4,0,1,0
110,-1,2,8,240,5,5,5,5,0,0,1,7,4,-3,1,1,1
110,-1,2,8,300,5,5,5,5,0,0,1,9,4,-3,0,2,2
110,-1,3,7,60,2,4,10,10,0,0,3,1,2,1,3,1,-2
110,-1,3,7,120,2,7,10,10,0,0,3,1,2,1,0,0,-1
110,-1,3,7,180,2,5,10,10,0,0,4,2,2,2,1,1,0
110,-1,3,7,240,3,6,10,10,5,0,5,2,2,3,1,0,1
110,-1,3,7,300,3,7,10,10,0,0,6,4,2,4,1,2,2
110,-1,4,11,60,4,7,8,8,0,0,2,0,6,-4,2,0,-2
110,-1,4,11,120,7,8,8,8,2,2,4,2,6,-2,2,2,-1
110,-1,4,11,180,2,6,9,10,1,1,5,2,6,-1,1,0,0
110,-1,4,11,240,2,7,10,10,0,0,6,2,6,0,1,0,1
110,-1,4,11,300,2,8,10,10,-2,2,8,2,6,2,2,0,2
110,-1,5,3,60,9,10,7,10,2,2,1,2,8,-7,1,2,-2
110,-1,5,3,120,7,7,7,10,2,2,2,3,8,-6,1,1,-1
110,-1,5,3,180,8,9,6,10,2,2,3,4,8,-5,1,1,0
110,-1,5,3,240,8,8,5,10,2,2,4,5,8,-4,1,1,1
110,-1,5,3,300,2,6,6,10,2,2,5,5,8,-3,1,0,2
110,-1,6,2,60,7,8,6,10,2,2,2,2,6,-4,2,2,-2
110,-1,6,2,120,7,8,7,7,2,2,3,2,6,-3,1,0,-1
110,-1,6,2,180,7,8,6,10,2,2,4,4,6,-2,1,2,0
110,-1,6,2,240,6,6,6,6,2,2,5,4,6,-1,1,0,1
110,-1,6,2,300,4,6,10,10,0,0,6,4,6,0,1,0,2
110,-1,7,6,60,3,6,7,10,0,0,3,1,8,-5,3,1,-2
110,-1,7,6,120,3,3,6,10,1,1,3,1,8,-5,0,0,-1
110,-1,7,6,180,3,6,6,4,-1,1,4,3,8,-4,1,2,0
110,-1,7,6,240,3,3,3,3,0,0,5,3,8,-3,1,0,1
110,-1,7,6,300,4,6,6,10,1,1,7,3,8,-1,2,0,2
110,-1,8,4,60,3,3,3,3,0,0,2,0,8,-6,2,0,-2
110,-1,8,4,120,5,5,5,5,0,0,4,0,8,-4,2,0,-1
110,-1,8,4,180,4,4,4,4,0,0,6,1,8,-2,2,1,0
110,-1,8,4,240,4,4,4,4,0,0,6,1,8,-2,0,0,1
110,-1,8,4,300,6,6,6,10,0,0,8,2,8,0,2,1,2
110,-1,9,9,60,3,6,7,10,0,0,3,0,8,-5,3,0,-2
110,-1,9,9,120,5,5,5,5,0,0,5,0,8,-3,2,0,-1
110,-1,9,9,180,3,3,3,3,0,0,6,1,8,-2,1,1,0
110,-1,9,9,240,5,5,5,5,0,0,7,1,8,-1,1,0,1
110,-1,9,9,300,6,6,10,10,0,0,9,1,8,1,2,0,2
110,-1,10,1,60,5,5,5,5,0,0,2,0,8,-6,2,0,-2
110,-1,10,1,120,5,5,5,5,0,0,3,1,8,-5,1,1,-1
110,-1,10,1,180,5,5,5,5,0,0,4,1,8,-4,1,0,0
110,-1,10,1,240,5,5,5,5,0,0,6,1,8,-2,2,0,1
110,-1,10,1,300,5,5,5,5,0,0,7,3,8,-1,1,2,2
110,-1,11,10,60,5,5,5,5,0,0,2,1,8,-6,2,1,-2
110,-1,11,10,120,5,5,5,5,0,0,4,1,8,-4,2,0,-1
110,-1,11,10,180,5,5,5,5,0,0,5,2,8,-3,1,1,0
110,-1,11,10,240,5,5,5,5,0,0,6,2,8,-2,1,0,1
110,-1,11,10,300,5,5,5,5,0,0,8,2,8,0,2,0,2
111,1,2,7,60,7,7,6,8,2,2,2,1,2,1,2,1,-2
111,1,2,7,120,5,5,5,5,1,1,3,2,2,0,1,1,-1
111,1,2,7,180,5,5,8,7,2,2,3,4,2,-2,0,2,0
111,1,2,7,240,5,7,7,7,3,3,3,5,2,-3,0,1,1
111,1,2,7,300,7,8,6,7,-3,-2,3,6,2,-4,0,1,2
111,1,3,1,60,6,9,8,7,3,3,3,1,6,5,3,1,-2
111,1,3,1,120,6,6,7,8,2,2,4,1,6,5,1,0,-1
111,1,3,1,180,6,6,6,8,3,3,5,1,6,5,1,0,0
111,1,3,1,240,6,6,6,7,2,3,5,1,6,5,0,0,1
111,1,3,1,300,7,5,7,7,-2,-2,7,2,6,4,2,1,2
111,1,4,8,60,6,7,6,6,3,3,2,1,2,1,2,1,-2
111,1,4,8,120,6,6,6,6,2,3,3,1,2,1,1,0,-1
111,1,4,8,180,6,6,6,6,2,3,6,2,2,0,3,1,0
111,1,4,8,240,6,6,7,7,2,3,8,2,2,0,2,0,1
111,1,4,8,300,6,7,9,10,2,-3,8,2,2,0,0,0,2
111,1,5,2,60,9,8,7,8,-2,-2,2,2,2,0,2,2,-2
111,1,5,2,120,7,7,7,8,3,3,4,2,2,0,2,0,-1
111,1,5,2,180,6,6,8,8,2,2,5,3,2,-1,1,1,0
111,1,5,2,240,9,3,1,1,-3,-3,5,4,2,-2,0,1,1
111,1,5,2,300,6,4,0,0,-2,-2,6,4,2,-2,1,0,2
111,1,6,6,60,7,7,7,7,3,3,4,1,4,3,4,1,-2
111,1,6,6,120,8,8,6,6,2,2,5,2,4,2,1,1,-1
111,1,6,6,180,7,7,7,7,1,1,6,2,4,2,1,0,0
111,1,6,6,240,7,7,6,8,2,1,8,2,4,2,2,0,1
111,1,6,6,300,7,7,7,7,-2,-2,8,2,4,2,0,0,2
111,1,7,9,60,7,7,7,7,3,3,3,1,2,1,3,1,-2
111,1,7,9,120,7,7,7,7,3,3,5,1,2,1,2,0,-1
111,1,7,9,180,5,5,5,6,2,2,7,1,2,1,2,0,0
111,1,7,9,240,6,6,6,7,3,2,8,1,2,1,1,0,1
111,1,7,9,300,6,6,7,7,0,0,9,1,2,1,1,0,2
111,1,8,10,60,6,6,6,6,1,1,4,0,2,2,4,0,-2
111,1,8,10,120,6,6,6,6,2,2,5,0,2,2,1,0,-1
111,1,8,10,180,6,6,6,7,2,2,8,0,2,2,3,0,0
111,1,8,10,240,7,7,6,6,2,2,9,0,2,2,1,0,1
111,1,8,10,300,6,6,7,7,0,0,10,0,2,2,1,0,2
111,1,9,3,60,6,6,6,8,2,2,1,3,2,-1,1,3,-2
111,1,9,3,120,5,5,5,6,0,0,2,3,2,-1,1,0,-1
111,1,9,3,180,7,7,7,7,0,0,5,4,2,-2,3,1,0
111,1,9,3,240,5,5,5,6,2,2,6,4,2,-2,1,0,1
111,1,9,3,300,8,8,7,7,0,0,6,4,2,-2,0,0,2
111,1,10,4,60,7,7,6,6,0,0,3,2,2,0,3,2,-2
111,1,10,4,120,6,6,7,7,0,0,4,2,2,0,1,0,-1
111,1,10,4,180,6,6,6,6,2,2,5,2,2,0,1,0,0
111,1,10,4,240,6,6,5,5,0,0,5,3,2,-1,0,1,1
111,1,10,4,300,6,6,2,2,0,0,6,4,2,-2,1,1,2
111,1,11,11,60,8,8,6,6,1,0,3,0,2,2,3,0,-2
111,1,11,11,120,7,7,5,5,0,0,4,2,2,0,1,2,-1
111,1,11,11,180,6,6,5,5,-2,-2,4,3,2,-1,0,1,0
111,1,11,11,240,6,6,0,0,0,0,6,3,2,-1,2,0,1
111,1,11,11,300,6,6,5,5,-1,-1,7,3,2,-1,1,0,2
112,-1,2,7,60,5,5,5,5,2,1,3,0,4,-1,3,0,-2
112,-1,2,7,120,5,5,5,5,0,1,4,0,4,0,1,0,-1
112,-1,2,7,180,5,5,5,6,1,1,5,1,4,1,1,1,0
112,-1,2,7,240,5,5,5,5,0,0,6,2,4,2,1,1,1
112,-1,2,7,300,6,7,7,8,2,2,7,3,4,3,1,1,2
112,-1,3,6,60,6,7,6,6,0,1,2,2,8,-6,2,2,-2
112,-1,3,6,120,6,6,5,4,0,0,2,2,8,-6,0,0,-1
112,-1,3,6,180,6,6,4,7,0,0,4,2,8,-4,2,0,0
112,-1,3,6,240,6,5,5,6,0,0,5,3,8,-3,1,1,1
112,-1,3,6,300,6,5,4,5,0,0,7,3,8,-1,2,0,2
112,-1,4,8,60,5,5,6,7,0,0,2,1,6,-4,2,1,-2
112,-1,4,8,120,6,5,6,7,0,0,4,1,6,-2,2,0,-1
112,-1,4,8,180,5,5,5,5,0,0,4,2,6,-2,0,1,0
112,-1,4,8,240,5,5,4,5,0,0,5,3,6,-1,1,1,1
112,-1,4,8,300,5,5,2,7,0,0,5,5,6,-1,0,2,2
112,-1,5,10,60,5,5,4,6,0,0,2,1,4,-2,2,1,-2
112,-1,5,10,120,5,6,3,7,0,0,2,3,4,-2,0,2,-1
112,-1,5,10,180,7,7,4,8,0,0,2,4,4,-2,0,1,0
112,-1,5,10,240,6,6,3,5,0,0,3,5,4,-1,1,1,1
112,-1,5,10,300,6,6,5,5,0,0,4,6,4,0,1,1,2
112,-1,6,4,60,5,5,5,5,0,0,2,0,4,-2,2,0,-2
112,-1,6,4,120,6,6,5,5,0,0,4,1,4,0,2,1,-1
112,-1,6,4,180,6,5,6,6,0,0,5,1,4,1,1,0,0
112,-1,6,4,240,6,6,5,6,0,0,5,2,4,1,0,1,1
112,-1,6,4,300,6,6,5,5,0,0,5,5,4,1,0,3,2
112,-1,7,3,60,5,6,5,7,0,0,1,2,4,-3,1,2,-2
112,-1,7,3,120,6,6,5,7,0,0,2,3,4,-2,1,1,-1
112,-1,7,3,180,6,5,5,7,0,0,4,4,4,0,2,1,0
112,-1,7,3,240,5,5,5,5,0,0,5,4,4,1,1,0,1
112,-1,7,3,300,5,5,5,6,0,0,6,4,4,2,1,0,2
112,-1,8,11,60,5,5,5,5,0,0,3,1,4,-1,3,1,-2
112,-1,8,11,120,5,5,5,5,0,0,5,1,4,1,2,0,-1
112,-1,8,11,180,5,5,6,6,0,0,6,1,4,2,1,0,0
112,-1,8,11,240,6,6,5,6,0,0,7,1,4,3,1,0,1
112,-1,8,11,300,5,5,6,5,-1,0,8,2,4,4,1,1,2
112,-1,9,1,60,5,5,5,5,0,0,2,0,6,-4,2,0,-2
112,-1,9,1,120,5,5,6,6,0,0,5,0,6,-1,3,0,-1
112,-1,9,1,180,5,5,5,5,0,0,5,1,6,-1,0,1,0
112,-1,9,1,240,4,4,6,6,0,0,8,1,6,2,3,0,1
112,-1,9,1,300,5,5,6,6,0,0,8,2,6,2,0,1,2
112,-1,10,9,60,5,5,5,5,0,0,2,1,6,-4,2,1,-2
112,-1,10,9,120,5,5,5,5,0,0,3,2,6,-3,1,1,-1
112,-1,10,9,180,5,5,5,5,0,0,4,3,6,-2,1,1,0
112,-1,10,9,240,5,5,5,5,0,0,5,4,6,-1,1,1,1
112,-1,10,9,300,5,5,5,5,0,0,5,5,6,-1,0,1,2
112,-1,11,2,60,5,5,5,5,0,0,1,3,6,-5,1,3,-2
112,-1,11,2,120,6,6,5,7,0,0,2,4,6,-4,1,1,-1
112,-1,11,2,180,6,6,4,7,0,0,3,5,6,-3,1,1,0
112,-1,11,2,240,5,5,3,5,0,0,4,5,6,-2,1,0,1
112,-1,11,2,300,5,5,5,5,0,0,5,5,6,-1,1,0,2
113,1,2,4,60,5,5,6,9,2,2,2,0,8,8,2,0,-2
113,1,2,4,120,5,5,7,7,2,2,2,2,8,6,0,2,-1
113,1,2,4,180,7,7,7,7,4,4,4,2,8,6,2,0,0
113,1,2,4,240,7,7,9,9,3,3,4,3,8,5,0,1,1
113,1,2,4,300,9,9,8,8,4,4,5,4,8,4,1,1,2
113,1,3,7,60,10,10,8,8,3,3,1,2,8,6,1,2,-2
113,1,3,7,120,9,9,8,8,4,4,2,3,8,5,1,1,-1
113,1,3,7,180,8,8,8,8,3,3,4,3,8,5,2,0,0
113,1,3,7,240,9,9,9,8,3,3,4,5,8,3,0,2,1
113,1,3,7,300,6,6,8,8,3,3,4,6,8,2,0,1,2
113,1,4,1,60,8,8,8,8,3,3,2,1,8,7,2,1,-2
113,1,4,1,120,7,7,8,8,2,2,4,1,8,7,2,0,-1
113,1,4,1,180,6,6,10,10,2,2,5,1,8,7,1,0,0
113,1,4,1,240,6,6,10,10,2,2,6,2,8,6,1,1,1
113,1,4,1,300,6,6,10,10,1,1,6,4,8,4,0,2,2
113,1,5,9,60,6,6,9,9,1,1,3,0,6,6,3,0,-2
113,1,5,9,120,6,6,9,9,1,1,4,0,6,6,1,0,-1
113,1,5,9,180,6,6,10,10,1,1,6,1,6,5,2,1,0
113,1,5,9,240,6,6,10,10,1,1,7,1,6,5,1,0,1
113,1,5,9,300,6,6,10,10,1,1,8,2,6,4,1,1,2
113,1,6,10,60,6,6,6,6,1,1,1,1,4,3,1,1,-2
113,1,6,10,120,5,5,6,6,1,1,3,2,4,2,2,1,-1
113,1,6,10,180,6,6,6,6,0,0,4,2,4,2,1,0,0
113,1,6,10,240,5,5,6,6,0,0,5,3,4,1,1,1,1
113,1,6,10,300,5,5,6,6,0,0,7,3,4,1,2,0,2
113,1,7,8,60,6,6,6,6,0,1,3,0,4,4,3,0,-2
113,1,7,8,120,5,5,6,6,1,1,5,0,4,4,2,0,-1
113,1,7,8,180,6,6,6,6,1,1,8,0,4,4,3,0,0
113,1,7,8,240,5,5,6,6,1,1,9,0,4,4,1,0,1
113,1,7,8,300,6,6,7,7,1,1,10,0,4,4,1,0,2
113,1,8,6,60,5,5,7,7,1,1,3,1,4,3,3,1,-2
113,1,8,6,120,5,5,7,7,1,1,3,1,4,3,0,0,-1
113,1,8,6,180,6,6,7,7,1,1,5,2,4,2,2,1,0
113,1,8,6,240,5,5,4,4,1,1,6,3,4,1,1,1,1
113,1,8,6,300,4,4,7,7,1,1,7,3,4,1,1,0,2
113,1,9,3,60,10,10,4,9,1,1,1,2,4,2,1,2,-2
113,1,9,3,120,7,7,4,4,1,1,4,2,4,2,3,0,-1
113,1,9,3,180,5,5,7,7,1,1,5,2,4,2,1,0,0
113,1,9,3,240,5,5,8,8,1,1,7,2,4,2,2,0,1
113,1,9,3,300,6,6,10,10,0,1,8,2,4,2,1,0,2
113,1,10,2,60,5,5,10,10,1,1,4,0,4,4,4,0,-2
113,1,10,2,120,4,4,10,10,0,0,6,0,4,4,2,0,-1
113,1,10,2,180,5,5,10,10,0,0,7,1,4,3,1,1,0
113,1,10,2,240,4,4,10,10,0,0,8,1,4,3,1,0,1
113,1,10,2,300,3,3,10,10,0,0,9,1,4,3,1,0,2
113,1,11,11,60,5,5,10,10,0,0,3,0,4,4,3,0,-2
113,1,11,11,120,6,6,10,10,0,0,5,1,4,3,2,1,-1
113,1,11,11,180,3,3,10,10,0,0,6,1,4,3,1,0,0
113,1,11,11,240,4,4,10,10,0,0,7,2,4,2,1,1,1
113,1,11,11,300,5,5,10,10,0,0,7,3,4,1,0,1,2
114,-1,2,8,60,2,4,5,10,0,0,3,1,10,-7,3,1,-2
114,-1,2,8,120,2,3,5,10,0,0,3,2,10,-7,0,1,-1
114,-1,2,8,180,3,5,7,7,0,0,4,3,10,-6,1,1,0
114,-1,2,8,240,4,5,2,5,0,0,4,4,10,-6,0,1,1
114,-1,2,8,300,5,5,5,5,0,0,5,5,10,-5,1,1,2
114,-1,3,10,60,3,5,8,10,0,0,3,0,8,-5,3,0,-2
114,-1,3,10,120,3,5,7,10,0,0,3,2,8,-5,0,2,-1
114,-1,3,10,180,4,7,10,10,0,0,5,2,8,-3,2,0,0
114,-1,3,10,240,4,8,10,10,0,0,6,2,8,-2,1,0,1
114,-1,3,10,300,6,8,5,10,0,0,7,3,8,-1,1,1,2
114,-1,4,2,60,4,8,8,10,0,0,3,1,6,-3,3,1,-2
114,-1,4,2,120,4,10,10,10,0,0,6,1,6,0,3,0,-1
114,-1,4,2,180,3,7,10,10,0,0,6,2,6,0,0,1,0
114,-1,4,2,240,3,7,10,10,0,0,7,2,6,1,1,0,1
114,-1,4,2,300,0,3,10,10,-5,3,8,2,6,2,1,0,2
114,-1,5,3,60,5,10,10,10,0,0,2,1,8,-6,2,1,-2
114,-1,5,3,120,5,8,7,10,0,0,4,2,8,-4,2,1,-1
114,-1,5,3,180,5,8,10,10,-3,4,6,2,8,-2,2,0,0
114,-1,5,3,240,2,5,10,10,-5,4,8,2,8,0,2,0,1
114,-1,5,3,300,0,2,10,10,-5,0,8,2,8,0,0,0,2
114,-1,6,9,60,5,8,8,10,-2,4,3,0,8,-5,3,0,-2
114,-1,6,9,120,4,7,10,10,-4,4,6,0,8,-2,3,0,-1
114,-1,6,9,180,5,8,10,10,-5,5,8,0,8,0,2,0,0
114,-1,6,9,240,5,6,10,10,-4,4,8,1,8,0,0,1,1
114,-1,6,9,300,1,3,10,10,-5,5,9,1,8,1,1,0,2
114,-1,7,4,60,5,8,8,10,-3,5,2,1,8,-6,2,1,-2
114,-1,7,4,120,5,7,8,10,-4,4,4,1,8,-4,2,0,-1
114,-1,7,4,180,5,7,8,10,-4,5,5,2,8,-3,1,1,0
114,-1,7,4,240,5,7,9,10,-4,4,6,2,8,-2,1,0,1
114,-1,7,4,300,2,3,10,10,-5,5,8,2,8,0,2,0,2
114,-1,8,1,60,5,6,8,10,-4,4,4,0,8,-4,4,0,-2
114,-1,8,1,120,4,6,9,10,-4,4,5,0,8,-3,1,0,-1
114,-1,8,1,180,4,6,9,10,-4,4,6,0,8,-2,1,0,0
114,-1,8,1,240,4,6,10,10,-5,5,9,0,8,1,3,0,1
114,-1,8,1,300,2,3,10,10,-5,4,9,1,8,1,0,1,2
114,-1,9,7,60,4,6,9,10,-5,4,4,0,8,-4,4,0,-2
114,-1,9,7,120,3,5,9,10,-4,4,5,0,8,-3,1,0,-1
114,-1,9,7,180,4,6,9,10,-5,4,6,0,8,-2,1,0,0
114,-1,9,7,240,4,6,10,10,-5,5,8,1,8,0,2,1,1
114,-1,9,7,300,2,3,10,10,-5,5,9,1,8,1,1,0,2
114,-1,10,6,60,4,6,8,10,-5,4,3,1,8,-5,3,1,-2
114,-1,10,6,120,4,6,9,10,-4,4,3,1,8,-5,0,0,-1
114,-1,10,6,180,4,6,10,10,-5,5,7,1,8,-1,4,0,0
114,-1,10,6,240,2,3,10,10,-5,5,9,1,8,1,2,0,1
114,-1,10,6,300,2,2,10,10,-5,5,9,1,8,1,0,0,2
114,-1,11,11,60,4,6,9,10,-5,4,4,0,8,-4,4,0,-2
114,-1,11,11,120,2,4,10,10,-5,5,6,0,8,-2,2,0,-1
114,-1,11,11,180,2,4,10,10,-5,5,7,0,8,-1,1,0,0
114,-1,11,11,240,3,4,10,10,-5,5,8,0,8,0,1,0,1
114,-1,11,11,300,2,3,10,10,-5,5,9,1,8,1,1,1,2
115,1,2,11,60,5,5,7,8,0,0,2,0,6,6,2,0,-2
115,1,2,11,120,5,5,5,5,0,0,5,1,6,5,3,1,-1
115,1,2,11,180,5,5,5,5,0,0,5,1,6,5,0,0,0
115,1,2,11,240,5,5,5,5,0,0,7,1,6,5,2,0,1
115,1,2,11,300,5,5,6,6,0,0,9,1,6,5,2,0,2
115,1,3,9,60,5,5,5,5,0,0,3,0,4,4,3,0,-2
115,1,3,9,120,5,5,5,5,0,0,4,0,4,4,1,0,-1
115,1,3,9,180,5,5,5,5,0,0,7,0,4,4,3,0,0
115,1,3,9,240,5,5,5,5,0,0,8,0,4,4,1,0,1
115,1,3,9,300,5,5,5,5,0,0,9,1,4,3,1,1,2
115,1,4,7,60,5,5,5,5,0,0,4,0,2,2,4,0,-2
115,1,4,7,120,4,4,7,8,0,0,5,0,2,2,1,0,-1
115,1,4,7,180,5,5,5,5,0,0,6,1,2,1,1,1,0
115,1,4,7,240,5,5,5,5,0,0,7,1,2,1,1,0,1
115,1,4,7,300,4,5,8,9,0,0,9,1,2,1,2,0,2
115,1,5,6,60,5,5,5,5,0,0,2,1,2,1,2,1,-2
115,1,5,6,120,5,5,5,5,0,0,3,1,2,1,1,0,-1
115,1,5,6,180,5,5,5,5,0,0,7,1,2,1,4,0,0
115,1,5,6,240,5,5,7,8,0,0,8,1,2,1,1,0,1
115,1,5,6,300,3,4,9,10,0,0,9,1,2,1,1,0,2
115,1,6,8,60,5,5,5,5,0,0,2,1,2,1,2,1,-2
115,1,6,8,120,5,5,5,5,0,0,4,2,2,0,2,1,-1
115,1,6,8,180,5,5,5,5,0,0,6,2,2,0,2,0,0
115,1,6,8,240,5,5,7,10,0,0,7,2,2,0,1,0,1
115,1,6,8,300,4,3,8,8,0,0,8,2,2,0,1,0,2
115,1,7,2,60,5,5,7,7,0,0,3,1,2,1,3,1,-2
