subno,condition,torder,tid,time,diff,eff,wgcon,wgcom,wta,wea,correct,incorrect,goal,wfocalgpd,correctnc,incorrectnc,wtlin
115,1,7,2,120,5,5,8,8,0,0,5,1,2,1,2,0,-1
115,1,7,2,180,5,5,8,9,0,0,7,1,2,1,2,0,0
115,1,7,2,240,6,5,8,9,0,0,8,1,2,1,1,0,1
115,1,7,2,300,2,2,10,10,-1,0,9,1,2,1,1,0,2
115,1,8,1,60,5,5,7,9,0,0,3,1,2,1,3,1,-2
115,1,8,1,120,5,5,8,9,0,0,4,1,2,1,1,0,-1
115,1,8,1,180,5,5,5,5,0,0,4,1,2,1,0,0,0
115,1,8,1,240,6,5,8,8,0,0,7,1,2,1,3,0,1
115,1,8,1,300,5,5,8,9,-1,0,8,2,2,0,1,1,2
115,1,9,3,60,6,6,5,8,0,0,1,2,2,0,1,2,-2
115,1,9,3,120,2,5,5,7,0,0,3,2,2,0,2,0,-1
115,1,9,3,180,6,6,7,10,0,0,6,2,2,0,3,0,0
115,1,9,3,240,3,3,7,10,0,0,8,2,2,0,2,0,1
115,1,9,3,300,2,2,9,10,0,0,8,2,2,0,0,0,2
115,1,10,10,60,4,4,9,9,0,0,3,0,2,2,3,0,-2
115,1,10,10,120,6,5,8,8,0,0,3,2,2,0,0,2,-1
115,1,10,10,180,6,5,0,5,0,0,5,3,2,-1,2,1,0
115,1,10,10,240,5,5,0,5,0,0,6,3,2,-1,1,0,1
115,1,10,10,300,2,2,0,5,0,0,7,3,2,-1,1,0,2
115,1,11,4,60,5,5,7,10,0,0,1,1,2,1,1,1,-2
115,1,11,4,120,6,6,5,10,0,0,4,2,2,0,3,1,-1
115,1,11,4,180,7,6,0,3,0,0,4,3,2,-1,0,1,0
115,1,11,4,240,7,5,0,5,0,0,5,3,2,-1,1,0,1
115,1,11,4,300,1,1,0,0,0,0,7,3,2,-1,2,0,2
116,-1,2,9,60,6,6,6,6,1,1,1,1,6,-5,1,1,-2
116,-1,2,9,120,6,6,6,6,1,1,1,3,6,-5,0,2,-1
116,-1,2,9,180,6,6,6,6,1,1,2,4,6,-4,1,1,0
116,-1,2,9,240,6,6,6,6,1,1,2,6,6,-4,0,2,1
116,-1,2,9,300,6,6,6,6,-1,-1,3,7,6,-3,1,1,2
116,-1,3,3,60,6,6,6,6,1,1,1,2,4,-3,1,2,-2
116,-1,3,3,120,7,7,7,4,-1,-1,2,2,4,-2,1,0,-1
116,-1,3,3,180,7,7,7,4,-1,-1,2,5,4,-2,0,3,0
116,-1,3,3,240,6,6,6,6,1,1,3,6,4,-1,1,1,1
116,-1,3,3,300,6,6,6,4,-1,1,3,7,4,-1,0,1,2
116,-1,4,2,60,7,7,7,7,2,-2,0,4,4,-4,0,4,-2
116,-1,4,2,120,6,6,6,6,-1,-1,0,4,4,-4,0,0,-1
116,-1,4,2,180,6,6,6,4,-1,-1,2,6,4,-2,2,2,0
116,-1,4,2,240,7,7,7,7,-1,-1,3,6,4,-1,1,0,1
116,-1,4,2,300,6,6,6,6,-1,-1,4,6,4,0,1,0,2
116,-1,5,8,60,6,6,6,6,-1,-1,1,2,4,-3,1,2,-2
116,-1,5,8,120,7,7,7,7,2,2,1,4,4,-3,0,2,-1
116,-1,5,8,180,6,6,6,6,-1,-1,1,5,4,-3,0,1,0
116,-1,5,8,240,6,6,6,4,-1,-1,3,6,4,-1,2,1,1
116,-1,5,8,300,6,6,6,4,-1,-1,4,6,4,0,1,0,2
116,-1,6,7,60,6,6,6,6,-1,-1,2,1,4,-2,2,1,-2
116,-1,6,7,120,6,6,6,6,-1,-1,2,3,4,-2,0,2,-1
116,-1,6,7,180,6,6,6,6,-1,-1,3,4,4,-1,1,1,0
116,-1,6,7,240,6,6,6,4,-1,-1,4,6,4,0,1,2,1
116,-1,6,7,300,6,6,6,4,-1,-1,4,6,4,0,0,0,2
116,-1,7,10,60,7,7,7,7,-1,-1,0,2,4,-4,0,2,-2
116,-1,7,10,120,6,6,6,6,-1,-1,2,3,4,-2,2,1,-1
116,-1,7,10,180,6,6,6,4,-1,-1,3,4,4,-1,1,1,0
116,-1,7,10,240,7,7,7,7,-1,-1,3,6,4,-1,0,2,1
116,-1,7,10,300,7,7,7,7,-1,-1,4,6,4,0,1,0,2
116,-1,8,4,60,7,7,4,4,-1,-1,1,1,4,-3,1,1,-2
116,-1,8,4,120,7,6,6,4,-1,-1,1,4,4,-3,0,3,-1
116,-1,8,4,180,6,4,4,4,-1,-1,3,4,4,-1,2,0,0
116,-1,8,4,240,6,6,6,4,-1,-1,4,4,4,0,1,0,1
116,-1,8,4,300,7,7,7,7,-1,-1,5,5,4,1,1,1,2
116,-1,9,6,60,5,5,5,5,0,0,3,1,4,-1,3,1,-2
116,-1,9,6,120,7,7,7,7,-1,-1,3,1,4,-1,0,0,-1
116,-1,9,6,180,5,5,5,5,-1,-1,5,2,4,1,2,1,0
116,-1,9,6,240,5,5,5,5,-1,-1,5,5,4,1,0,3,1
116,-1,9,6,300,5,5,5,5,-1,-1,5,5,4,1,0,0,2
116,-1,10,1,60,5,5,5,5,-1,-1,2,2,6,-4,2,2,-2
116,-1,10,1,120,5,5,5,5,-1,-1,3,2,6,-3,1,0,-1
116,-1,10,1,180,5,5,5,5,-1,-1,3,3,6,-3,0,1,0
116,-1,10,1,240,5,5,5,4,-1,-1,4,5,6,-2,1,2,1
116,-1,10,1,300,6,6,6,6,-1,-1,4,6,6,-2,0,1,2
116,-1,11,11,60,5,5,5,5,-1,-1,2,2,4,-2,2,2,-2
116,-1,11,11,120,5,5,5,5,-1,-1,2,4,4,-2,0,2,-1
116,-1,11,11,180,5,5,5,5,-1,-1,2,5,4,-2,0,1,0
116,-1,11,11,240,5,5,5,5,-1,-1,4,6,4,0,2,1,1
116,-1,11,11,300,5,5,5,5,0,0,4,6,4,0,0,0,2
117,1,2,7,60,6,6,6,6,2,2,0,2,6,4,0,2,-2
117,1,2,7,120,6,6,6,6,2,2,0,4,6,2,0,2,-1
117,1,2,7,180,6,7,7,7,1,2,1,5,6,1,1,1,0
117,1,2,7,240,6,6,6,6,2,2,2,5,6,1,1,0,1
117,1,2,7,300,6,6,6,6,-2,1,2,7,6,-1,0,2,2
117,1,3,10,60,3,6,7,7,-2,2,1,1,6,5,1,1,-2
117,1,3,10,120,3,6,7,7,-2,2,3,2,6,4,2,1,-1
117,1,3,10,180,6,7,7,7,-2,2,3,3,6,3,0,1,0
117,1,3,10,240,4,4,7,7,-2,2,5,3,6,3,2,0,1
117,1,3,10,300,6,6,7,7,-2,2,5,5,6,1,0,2,2
117,1,4,2,60,6,6,5,7,-2,2,2,2,6,4,2,2,-2
117,1,4,2,120,6,6,5,7,-2,2,3,3,6,3,1,1,-1
117,1,4,2,180,6,6,7,5,-2,2,3,5,6,1,0,2,0
117,1,4,2,240,6,6,6,6,-2,2,4,5,6,1,1,0,1
117,1,4,2,300,6,6,7,7,-2,2,5,5,6,1,1,0,2
117,1,5,11,60,3,4,7,7,-2,2,2,0,6,6,2,0,-2
117,1,5,11,120,6,7,7,5,-1,2,3,3,6,3,1,3,-1
117,1,5,11,180,6,7,7,4,-2,2,4,3,6,3,1,0,0
117,1,5,11,240,4,4,7,7,-2,2,5,3,6,3,1,0,1
117,1,5,11,300,4,6,6,6,0,2,5,5,6,1,0,2,2
117,1,6,3,60,6,6,6,3,1,2,2,1,6,5,2,1,-2
117,1,6,3,120,4,4,7,4,-1,2,4,1,6,5,2,0,-1
117,1,6,3,180,4,6,7,6,-2,2,5,2,6,4,1,1,0
117,1,6,3,240,4,6,7,4,-2,1,7,2,6,4,2,0,1
117,1,6,3,300,4,6,7,6,-2,2,8,2,6,4,1,0,2
117,1,7,8,60,4,6,7,4,-2,2,3,0,4,4,3,0,-2
117,1,7,8,120,6,6,7,4,-2,2,4,1,4,3,1,1,-1
117,1,7,8,180,6,7,4,3,-2,2,5,2,4,2,1,1,0
117,1,7,8,240,6,6,7,4,-2,1,5,3,4,1,0,1,1
117,1,7,8,300,6,6,4,7,1,2,5,5,4,-1,0,2,2
117,1,8,4,60,6,4,7,3,0,2,1,1,6,5,1,1,-2
117,1,8,4,120,4,6,7,4,1,2,4,1,6,5,3,0,-1
117,1,8,4,180,4,6,7,6,-2,2,5,2,6,4,1,1,0
117,1,8,4,240,6,7,6,4,0,2,5,2,6,4,0,0,1
117,1,8,4,300,5,5,7,5,-1,2,7,3,6,3,2,1,2
117,1,9,1,60,5,6,6,4,1,2,1,1,4,3,1,1,-2
117,1,9,1,120,5,6,7,6,-1,2,3,2,4,2,2,1,-1
117,1,9,1,180,5,5,6,4,2,2,3,2,4,2,0,0,0
117,1,9,1,240,5,5,6,4,-1,2,4,3,4,1,1,1,1
117,1,9,1,300,6,6,5,4,-1,2,5,5,4,-1,1,2,2
117,1,10,9,60,4,4,7,7,-1,2,3,0,6,6,3,0,-2
117,1,10,9,120,6,6,6,4,-1,2,4,1,6,5,1,1,-1
117,1,10,9,180,5,5,4,6,1,2,6,1,6,5,2,0,0
117,1,10,9,240,5,5,6,6,-1,2,7,2,6,4,1,1,1
117,1,10,9,300,6,6,6,6,-1,2,7,3,6,3,0,1,2
117,1,11,6,60,5,5,5,5,-1,1,3,1,4,3,3,1,-2
117,1,11,6,120,5,6,6,4,-1,2,3,1,4,3,0,0,-1
117,1,11,6,180,6,6,5,4,-1,2,6,1,4,3,3,0,0
117,1,11,6,240,6,5,6,6,-1,2,7,2,4,2,1,1,1
117,1,11,6,300,4,4,7,8,-2,3,8,2,4,2,1,0,2
118,-1,2,3,60,7,7,7,7,2,2,1,1,6,-5,1,1,-2
118,-1,2,3,120,5,5,7,7,2,2,3,2,6,-3,2,1,-1
118,-1,2,3,180,5,7,7,7,2,2,5,3,6,-1,2,1,0
118,-1,2,3,240,5,7,7,7,2,2,6,3,6,0,1,0,1
118,-1,2,3,300,2,5,10,8,0,1,7,3,6,1,1,0,2
118,-1,3,6,60,6,7,7,7,0,0,3,1,6,-3,3,1,-2
118,-1,3,6,120,5,7,7,7,2,2,4,1,6,-2,1,0,-1
118,-1,3,6,180,5,7,10,7,2,-1,7,1,6,1,3,0,0
118,-1,3,6,240,5,7,10,7,0,1,9,1,6,3,2,0,1
118,-1,3,6,300,0,3,10,7,0,1,9,1,6,3,0,0,2
118,-1,4,9,60,5,7,7,7,2,2,3,0,8,-5,3,0,-2
118,-1,4,9,120,7,7,7,7,2,2,6,0,8,-2,3,0,-1
118,-1,4,9,180,5,7,10,7,0,1,8,0,8,0,2,0,0
118,-1,4,9,240,4,5,10,8,0,1,9,0,8,1,1,0,1
118,-1,4,9,300,5,5,10,7,0,2,10,0,8,2,1,0,2
118,-1,5,4,60,7,7,7,7,2,2,2,1,8,-6,2,1,-2
118,-1,5,4,120,6,7,7,7,2,2,4,1,8,-4,2,0,-1
118,-1,5,4,180,7,7,7,7,2,2,6,1,8,-2,2,0,0
118,-1,5,4,240,5,7,10,7,0,1,8,1,8,0,2,0,1
118,-1,5,4,300,1,1,10,5,0,0,9,1,8,1,1,0,2
118,-1,6,11,60,5,7,8,8,2,2,4,0,8,-4,4,0,-2
118,-1,6,11,120,3,6,9,9,2,2,6,0,8,-2,2,0,-1
118,-1,6,11,180,1,1,9,9,1,1,7,0,8,-1,1,0,0
118,-1,6,11,240,6,6,10,5,0,1,8,1,8,0,1,1,1
118,-1,6,11,300,1,1,10,7,0,0,9,1,8,1,1,0,2
118,-1,7,7,60,5,5,9,9,2,2,4,0,8,-4,4,0,-2
118,-1,7,7,120,0,5,9,9,2,2,5,0,8,-3,1,0,-1
118,-1,7,7,180,1,5,10,7,2,2,7,0,8,-1,2,0,0
118,-1,7,7,240,1,5,10,5,0,0,10,0,8,2,3,0,1
118,-1,7,7,300,0,0,10,0,0,0,10,0,8,2,0,0,2
118,-1,8,1,60,5,7,9,9,2,2,4,0,8,-4,4,0,-2
118,-1,8,1,120,6,7,9,9,2,2,5,0,8,-3,1,0,-1
118,-1,8,1,180,6,7,10,9,2,2,7,0,8,-1,2,0,0
118,-1,8,1,240,3,5,10,5,0,1,10,0,8,2,3,0,1
118,-1,8,1,300,0,0,10,5,0,0,10,0,8,2,0,0,2
118,-1,9,2,60,6,8,9,9,2,2,4,0,8,-4,4,0,-2
118,-1,9,2,120,6,8,10,10,2,2,6,1,8,-2,2,1,-1
118,-1,9,2,180,5,5,10,9,2,2,7,1,8,-1,1,0,0
118,-1,9,2,240,6,6,10,5,0,1,8,1,8,0,1,0,1
118,-1,9,2,300,0,0,10,5,0,0,9,1,8,1,1,0,2
118,-1,10,10,60,7,8,9,9,2,2,4,0,8,-4,4,0,-2
118,-1,10,10,120,6,6,9,9,2,2,5,0,8,-3,1,0,-1
118,-1,10,10,180,7,7,10,9,2,2,7,0,8,-1,2,0,0
118,-1,10,10,240,5,5,10,5,0,0,10,0,8,2,3,0,1
118,-1,10,10,300,0,0,10,5,0,0,10,0,8,2,0,0,2
118,-1,11,8,60,5,5,10,10,2,2,5,0,8,-3,5,0,-2
118,-1,11,8,120,2,7,10,10,2,2,5,0,8,-3,0,0,-1
118,-1,11,8,180,3,5,10,9,2,2,9,0,8,1,4,0,0
118,-1,11,8,240,0,0,10,5,0,0,10,0,8,2,1,0,1
118,-1,11,8,300,0,0,10,0,0,0,10,0,8,2,0,0,2
119,1,2,7,60,6,6,6,6,1,1,3,1,4,3,3,1,-2
119,1,2,7,120,6,6,6,6,0,0,3,2,4,2,0,1,-1
119,1,2,7,180,6,5,5,6,0,0,3,3,4,1,0,1,0
119,1,2,7,240,5,5,5,5,0,0,6,3,4,1,3,0,1
119,1,2,7,300,4,4,6,6,0,0,6,4,4,0,0,1,2
119,1,3,6,60,4,3,5,5,0,0,1,3,4,1,1,3,-2
119,1,3,6,120,4,4,4,4,0,0,1,3,4,1,0,0,-1
119,1,3,6,180,5,5,5,5,0,0,4,3,4,1,3,0,0
119,1,3,6,240,4,4,4,4,0,0,5,4,4,0,1,1,1
119,1,3,6,300,4,4,4,4,-1,-1,6,4,4,0,1,0,2
119,1,4,8,60,4,4,6,6,-2,2,3,0,4,4,3,0,-2
119,1,4,8,120,4,4,4,4,0,0,4,1,4,3,1,1,-1
119,1,4,8,180,3,4,7,7,-2,3,6,2,4,2,2,1,0
119,1,4,8,240,4,1,7,8,-3,3,6,2,4,2,0,0,1
119,1,4,8,300,6,6,6,6,-1,-1,6,4,4,0,0,2,2
119,1,5,3,60,6,6,6,6,1,1,2,2,4,2,2,2,-2
119,1,5,3,120,5,5,5,5,0,0,2,3,4,1,0,1,-1
119,1,5,3,180,5,5,5,5,0,0,5,4,4,0,3,1,0
119,1,5,3,240,5,5,5,5,0,0,5,4,4,0,0,0,1
119,1,5,3,300,7,6,3,2,3,-3,5,5,4,-1,0,1,2
119,1,6,9,60,4,4,4,4,0,0,3,0,4,4,3,0,-2
119,1,6,9,120,4,4,6,6,0,0,5,0,4,4,2,0,-1
119,1,6,9,180,4,4,4,4,0,0,6,1,4,3,1,1,0
119,1,6,9,240,4,4,4,4,0,0,6,2,4,2,0,1,1
119,1,6,9,300,5,5,5,5,0,0,6,4,4,0,0,2,2
119,1,7,1,60,4,4,6,6,0,0,4,0,4,4,4,0,-2
119,1,7,1,120,3,3,7,7,0,0,5,0,4,4,1,0,-1
119,1,7,1,180,3,4,4,4,0,0,6,0,4,4,1,0,0
119,1,7,1,240,3,3,6,6,0,0,9,0,4,4,3,0,1
119,1,7,1,300,4,4,7,7,0,0,10,0,4,4,1,0,2
119,1,8,2,60,4,4,4,4,0,0,3,1,2,1,3,1,-2
119,1,8,2,120,5,5,5,5,0,0,5,1,2,1,2,0,-1
119,1,8,2,180,5,5,5,5,0,0,6,2,2,0,1,1,0
119,1,8,2,240,5,5,5,5,0,0,8,2,2,0,2,0,1
119,1,8,2,300,4,4,4,6,0,0,8,2,2,0,0,0,2
119,1,9,10,60,4,4,4,5,0,0,3,0,2,2,3,0,-2
119,1,9,10,120,4,4,4,4,0,0,3,1,2,1,0,1,-1
119,1,9,10,180,4,4,4,4,0,0,4,3,2,-1,1,2,0
119,1,9,10,240,0,0,0,0,4,-4,4,4,2,-2,0,1,1
119,1,9,10,300,4,4,4,4,0,0,5,5,2,-3,1,1,2
119,1,10,4,60,2,2,4,4,0,0,1,2,4,2,1,2,-2
119,1,10,4,120,4,4,5,5,0,0,2,4,4,0,1,2,-1
119,1,10,4,180,0,0,0,0,5,-5,2,5,4,-1,0,1,0
119,1,10,4,240,5,0,0,0,5,-5,2,5,4,-1,0,0,1
119,1,10,4,300,5,0,0,0,5,-5,2,7,4,-3,0,2,2
119,1,11,11,60,5,5,5,5,0,0,4,0,4,4,4,0,-2
119,1,11,11,120,5,5,5,5,0,0,5,2,4,2,1,2,-1
119,1,11,11,180,5,5,5,5,0,0,5,2,4,2,0,0,0
119,1,11,11,240,5,5,5,5,0,0,5,3,4,1,0,1,1
119,1,11,11,300,5,4,5,5,0,0,6,4,4,0,1,1,2
120,-1,2,9,60,5,8,6,8,-1,3,1,0,2,-1,1,0,-2
120,-1,2,9,120,6,8,6,8,-1,2,2,2,2,0,1,2,-1
120,-1,2,9,180,7,8,5,7,1,2,3,4,2,1,1,2,0
120,-1,2,9,240,5,7,10,8,-2,3,3,4,2,1,0,0,1
120,-1,2,9,300,4,8,10,8,-3,3,5,5,2,3,2,1,2
120,-1,3,4,60,3,8,8,8,-1,3,1,1,6,-5,1,1,-2
120,-1,3,4,120,6,8,7,8,-2,4,2,2,6,-4,1,1,-1
120,-1,3,4,180,4,8,8,8,-2,3,4,2,6,-2,2,0,0
120,-1,3,4,240,5,7,7,8,-2,3,4,3,6,-2,0,1,1
120,-1,3,4,300,4,8,10,8,-3,4,6,4,6,0,2,1,2
120,-1,4,8,60,6,8,5,8,0,3,1,2,8,-7,1,2,-2
120,-1,4,8,120,6,8,5,8,1,2,1,3,8,-7,0,1,-1
120,-1,4,8,180,6,7,4,8,1,1,2,4,8,-6,1,1,0
120,-1,4,8,240,6,8,4,8,2,2,4,4,8,-4,2,0,1
120,-1,4,8,300,5,8,3,8,2,3,6,4,8,-2,2,0,2
120,-1,5,6,60,7,8,2,8,3,2,0,3,8,-8,0,3,-2
120,-1,5,6,120,6,8,8,8,2,3,1,3,8,-7,1,0,-1
120,-1,5,6,180,6,7,2,8,2,3,2,5,8,-6,1,2,0
120,-1,5,6,240,5,8,2,7,2,2,4,5,8,-4,2,0,1
120,-1,5,6,300,5,8,1,7,3,3,5,5,8,-3,1,0,2
120,-1,6,10,60,4,8,7,8,-1,3,2,0,6,-4,2,0,-2
120,-1,6,10,120,4,8,7,8,-3,3,5,0,6,-1,3,0,-1
120,-1,6,10,180,4,7,9,7,-2,3,5,0,6,-1,0,0,0
120,-1,6,10,240,4,8,9,8,-3,3,7,1,6,1,2,1,1
120,-1,6,10,300,4,8,10,8,-4,4,8,2,6,2,1,1,2
120,-1,7,2,60,5,8,5,8,-1,3,3,1,8,-5,3,1,-2
120,-1,7,2,120,6,8,5,8,1,3,3,2,8,-5,0,1,-1
120,-1,7,2,180,4,8,6,8,-1,3,6,2,8,-2,3,0,0
120,-1,7,2,240,4,8,7,8,-2,3,7,2,8,-1,1,0,1
120,-1,7,2,300,4,8,10,8,-4,4,8,2,8,0,1,0,2
120,-1,8,3,60,5,8,6,8,-1,3,1,1,8,-7,1,1,-2
120,-1,8,3,120,6,8,3,8,1,3,2,3,8,-6,1,2,-1
120,-1,8,3,180,6,8,1,8,2,2,4,4,8,-4,2,1,0
120,-1,8,3,240,6,7,2,7,1,1,5,4,8,-3,1,0,1
120,-1,8,3,300,5,6,0,6,1,1,5,5,8,-3,0,1,2
120,-1,9,1,60,4,8,7,8,-1,3,2,0,8,-6,2,0,-2
120,-1,9,1,120,4,7,8,8,-3,3,5,0,8,-3,3,0,-1
120,-1,9,1,180,5,7,7,8,-1,3,5,0,8,-3,0,0,0
120,-1,9,1,240,4,7,8,7,-2,3,7,0,8,-1,2,0,1
120,-1,9,1,300,5,6,10,6,-3,1,8,2,8,0,1,2,2
120,-1,10,11,60,5,8,6,8,0,3,2,0,8,-6,2,0,-2
120,-1,10,11,120,5,8,6,8,-1,3,5,0,8,-3,3,0,-1
120,-1,10,11,180,5,7,10,8,-2,3,7,0,8,-1,2,0,0
120,-1,10,11,240,4,7,10,7,-2,2,8,0,8,0,1,0,1
120,-1,10,11,300,5,6,10,8,-4,2,9,1,8,1,1,1,2
120,-1,11,7,60,4,8,7,8,-1,3,3,1,8,-5,3,1,-2
120,-1,11,7,120,5,7,7,8,0,3,3,1,8,-5,0,0,-1
120,-1,11,7,180,4,7,7,8,-1,3,5,1,8,-3,2,0,0
120,-1,11,7,240,5,7,9,7,-2,3,6,1,8,-2,1,0,1
120,-1,11,7,300,4,6,10,6,-2,1,9,1,8,1,3,0,2
121,1,2,8,60,1,10,10,10,1,3,3,0,4,4,3,0,-2
121,1,2,8,120,1,10,10,10,0,2,3,2,4,2,0,2,-1
121,1,2,8,180,0,10,10,10,-1,2,4,3,4,1,1,1,0
121,1,2,8,240,1,10,10,10,-2,2,4,4,4,0,0,1,1
121,1,2,8,300,1,10,10,10,-4,4,5,5,4,-1,1,1,2
121,1,3,6,60,9,10,10,10,3,5,1,2,6,4,1,2,-2
121,1,3,6,120,10,10,10,10,0,5,1,3,6,3,0,1,-1
121,1,3,6,180,0,10,10,10,4,4,1,6,6,0,0,3,0
121,1,3,6,240,0,10,10,10,-3,5,2,6,6,0,1,0,1
121,1,3,6,300,2,10,10,10,5,5,3,7,6,-1,1,1,2
121,1,4,1,60,1,10,10,10,-3,5,2,0,8,8,2,0,-2
121,1,4,1,120,0,10,10,10,-5,5,4,0,8,8,2,0,-1
121,1,4,1,180,1,10,10,10,-4,5,5,0,8,8,1,0,0
121,1,4,1,240,0,10,10,10,0,5,8,0,8,8,3,0,1
121,1,4,1,300,0,10,10,10,-1,5,9,1,8,7,1,1,2
121,1,5,3,60,2,10,10,10,-3,5,1,1,0,-1,1,1,-2
121,1,5,3,120,0,10,10,10,-4,5,2,3,0,-3,1,2,-1
121,1,5,3,180,0,10,10,10,-1,4,4,4,0,-4,2,1,0
121,1,5,3,240,3,10,10,10,-3,5,5,4,0,-4,1,0,1
121,1,5,3,300,1,10,10,10,-3,5,6,4,0,-4,1,0,2
121,1,6,11,60,0,10,10,10,-2,5,3,0,0,0,3,0,-2
121,1,6,11,120,0,10,10,10,-3,5,4,1,0,-1,1,1,-1
121,1,6,11,180,0,10,10,10,-4,5,5,2,0,-2,1,1,0
121,1,6,11,240,0,0,10,10,-5,5,5,2,0,-2,0,0,1
121,1,6,11,300,0,0,10,10,-2,4,6,4,0,-4,1,2,2
121,1,7,4,60,2,10,10,10,0,0,1,1,0,-1,1,1,-2
121,1,7,4,120,0,10,10,10,-3,2,4,1,0,-1,3,0,-1
121,1,7,4,180,0,10,10,10,-5,5,5,1,0,-1,1,0,0
121,1,7,4,240,10,10,10,10,-4,5,5,2,0,-2,0,1,1
121,1,7,4,300,1,10,10,10,-5,5,8,2,0,-2,3,0,2
121,1,8,2,60,10,10,10,10,-5,5,1,3,0,-3,1,3,-2
121,1,8,2,120,4,10,10,10,-5,5,2,4,0,-4,1,1,-1
121,1,8,2,180,4,10,10,10,-3,5,4,4,0,-4,2,0,0
121,1,8,2,240,0,10,10,10,-5,5,5,4,0,-4,1,0,1
121,1,8,2,300,0,10,10,10,-4,5,6,4,0,-4,1,0,2
121,1,9,7,60,0,10,10,10,-5,5,4,0,0,0,4,0,-2
121,1,9,7,120,0,10,10,10,-5,5,5,0,0,0,1,0,-1
121,1,9,7,180,0,10,10,10,-5,5,6,0,0,0,1,0,0
121,1,9,7,240,4,10,10,10,-5,5,7,1,0,-1,1,1,1
121,1,9,7,300,0,10,10,10,-5,5,8,2,0,-2,1,1,2
121,1,10,9,60,0,10,10,10,-5,5,3,0,0,0,3,0,-2
121,1,10,9,120,0,10,10,10,-5,5,5,1,0,-1,2,1,-1
121,1,10,9,180,0,10,10,10,-5,5,5,1,0,-1,0,0,0
121,1,10,9,240,0,10,10,10,-5,5,5,2,0,-2,0,1,1
121,1,10,9,300,0,10,10,10,-5,5,6,4,0,-4,1,2,2
121,1,11,10,60,0,10,10,10,-5,5,3,1,0,-1,3,1,-2
121,1,11,10,120,2,10,10,10,-5,5,4,1,0,-1,1,0,-1
121,1,11,10,180,0,10,10,10,-5,5,5,2,0,-2,1,1,0
121,1,11,10,240,0,10,10,10,-5,5,5,3,0,-3,0,1,1
121,1,11,10,300,0,10,10,10,-5,5,7,3,0,-3,2,0,2
122,-1,2,6,60,8,1,3,3,3,3,0,3,2,-2,0,3,-2
122,-1,2,6,120,6,6,6,6,1,1,0,4,2,-2,0,1,-1
122,-1,2,6,180,6,6,6,6,5,5,0,5,2,-2,0,1,0
122,-1,2,6,240,7,7,7,7,2,2,0,8,2,-2,0,3,1
122,-1,2,6,300,7,7,7,7,2,2,0,10,2,-2,0,2,2
122,-1,3,11,60,7,7,6,7,1,2,0,1,2,-2,0,1,-2
122,-1,3,11,120,7,7,7,7,2,2,0,5,2,-2,0,4,-1
122,-1,3,11,180,6,6,6,6,1,1,0,6,2,-2,0,1,0
122,-1,3,11,240,6,6,6,6,1,1,2,6,2,0,2,0,1
122,-1,3,11,300,7,7,7,7,2,2,2,8,2,0,0,2,2
122,-1,4,4,60,7,7,7,7,2,2,1,1,4,-3,1,1,-2
122,-1,4,4,120,7,7,7,7,2,2,2,3,4,-2,1,2,-1
122,-1,4,4,180,7,7,7,7,3,3,4,3,4,0,2,0,0
122,-1,4,4,240,7,7,7,7,2,2,4,3,4,0,0,0,1
122,-1,4,4,300,7,7,7,7,2,2,4,5,4,0,0,2,2
122,-1,5,2,60,1,3,4,8,2,3,2,2,8,-6,2,2,-2
122,-1,5,2,120,3,3,3,3,3,3,3,3,8,-5,1,1,-1
122,-1,5,2,180,7,7,7,7,2,2,3,5,8,-5,0,2,0
122,-1,5,2,240,7,7,7,7,2,2,4,5,8,-4,1,0,1
122,-1,5,2,300,6,6,6,6,2,2,4,6,8,-4,0,1,2
122,-1,6,1,60,7,7,7,7,2,2,2,1,2,0,2,1,-2
122,-1,6,1,120,7,7,7,7,2,2,3,2,2,1,1,1,-1
122,-1,6,1,180,7,7,7,7,2,2,3,2,2,1,0,0,0
122,-1,6,1,240,7,7,7,7,2,2,4,4,2,2,1,2,1
122,-1,6,1,300,7,5,7,7,3,3,4,6,2,2,0,2,2
122,-1,7,7,60,7,7,10,10,0,0,4,0,2,2,4,0,-2
122,-1,7,7,120,5,5,5,5,2,2,4,0,2,2,0,0,-1
122,-1,7,7,180,3,3,3,3,1,1,5,1,2,3,1,1,0
122,-1,7,7,240,6,6,6,6,2,2,5,4,2,3,0,3,1
122,-1,7,7,300,5,5,5,5,1,1,5,5,2,3,0,1,2
122,-1,8,3,60,7,7,7,7,2,2,1,2,4,-3,1,2,-2
122,-1,8,3,120,6,6,6,7,2,2,3,3,4,-1,2,1,-1
122,-1,8,3,180,7,7,7,7,2,2,4,4,4,0,1,1,0
122,-1,8,3,240,6,6,6,6,2,2,5,4,4,1,1,0,1
122,-1,8,3,300,6,6,6,6,1,1,6,4,4,2,1,0,2
122,-1,9,9,60,6,6,6,6,2,2,2,1,2,0,2,1,-2
122,-1,9,9,120,6,6,6,6,2,2,2,2,2,0,0,1,-1
122,-1,9,9,180,6,6,6,6,2,2,2,4,2,0,0,2,0
122,-1,9,9,240,7,7,7,7,2,2,2,7,2,0,0,3,1
122,-1,9,9,300,7,7,7,7,2,2,2,8,2,0,0,1,2
122,-1,10,10,60,7,7,7,7,2,2,2,2,10,-8,2,2,-2
122,-1,10,10,120,7,7,7,7,2,2,2,3,10,-8,0,1,-1
